source_organisation,dataset,period,sheet_name,column_position,original_column_name,inferred_role,example_value,notes
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,12,"ALCOHOLIC BEVERAGES, TOBACCO AND  NARCOTICS",unknown,0.119333,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,13,Clothing and Footwear,unknown,1.704374,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,14,"Housing Water, Electricity. Gas and Other  Fuels",price,1.203269,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",unknown,0.973242,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,16,Health.,unknown,2.598754,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,17,Transport,unknown,2.712839,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,18,INFORMATION AND COMMUNICATION,unknown,0.761959,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,19,"RECREATION, SPORT AND CULTURE",unknown,0.055278,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,20,EDUCATION SERVICES,unknown,1.086559,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,21,RESTAURANTS AND ACCOMODATION SERVICES,unknown,3.700029,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,22,Insurance and Financial Services,unknown,0.128843,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,23,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",unknown,1.073677,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,24,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,25,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,26,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,27,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,28,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,29,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,30,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,31,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,32,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,33,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table4,34,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,1,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,2,State,geography,Abia, | detected as the geography column
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,3,Food,price,118.11236190193839,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,4,All Items,price,115.72475397261464,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,5,Food,price,127.2761206850975,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,6,All Items,price,130.48361820484388,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,7,Food,price,129.53433478667563,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,8,All Items,price,131.71164561801717,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,9,Food,price,9.670429666134538,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,10,All Items,price,13.814582530186854,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,11,Food,price,1.7742637734578182,
NBS,NBS Consumer Price Index and Inflation,2025-11,Table-5,12,All Items,price,0.9411353165003788,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,1,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,2,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,3,Monthly,price,100,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,4,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,5,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,6,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,7,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,8,Monthly,price,73.41474,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,9,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,10,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,11,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,12,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,13,Monthly,price,27.97892,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,14,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,15,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,16,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,17,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,18,Monthly,price,66.99535,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,19,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,20,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,21,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,22,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table1,23,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,1,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,2,All Items,price,100,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,3,All Items less Farm Produce.,price,73.41,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,4,All Items less Farm Produce. and Energy,price,66.99,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,5,Imported Food,price,17.33,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,6,Food,price,27.98,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,7,FARM PRODUCE,price,26.61,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,8,ENERGY,price,6.42,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,9,SERVICES,price,37.55,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,10,GOODS,price,62.48,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,11,"ALL ITEMS LESS FOOD
 (NONFOOD INDEX)",price,72.02,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,12,ALLITEMS LESS FOOD AND NON ALCOHOLIC BEVERAGES INDEX,price,60.08,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,13,HOUSING (RENT) INDEX,price,4.23,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,14,Food &  Non Alcoholic Bev.,price,40.02,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,15,"ALCOHOLIC BEVERAGES, TOBACCO AND  NARCOTICS",unknown,0.37,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,16,Clothing and Footwear,unknown,5.04,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,17,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",price,8.42,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,18,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",unknown,2.96,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,19,Health.,unknown,6.06,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,20,Transport,unknown,10.66,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,21,INFORMATION AND COMMUNICATION,unknown,3.29,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,22,"RECREATION, SPORT AND CULTURE",unknown,0.31,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,23,EDUCATION SERVICES,unknown,6.2,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,24,RESTAURANTS AND ACCOMODATION SERVICES,unknown,12.92,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,25,Insurance and Financial Services,unknown,0.47,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,26,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",unknown,3.29,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,27,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,28,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,29,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,30,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,31,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,32,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,33,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,34,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,35,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,36,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,37,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,38,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,39,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,40,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,41,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,42,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,43,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,44,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,45,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,46,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table2,47,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,2,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,3,All Items,price,70.6231,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,4,All Items less Farm Produce.,price,53.3066,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,5,All Items less Farm Produce. and Energy,price,48.31903,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,6,Imported Food,price,11.22541,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,7,Food,price,18.64926,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,8,FARM PRODUCE,price,17.34714,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,9,ENERGY,price,4.987569,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,10,SERVICES,price,28.35985,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,11,GOODS,price,42.29389,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,12,Food &  Non Alcoholic Bev.,price,26.7595,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,13,"ALCOHOLIC BEVERAGES, TOBACCO AND  NARCOTICS",unknown,0.254247,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,14,Clothing and Footwear,unknown,3.333754,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,15,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",price,7.213081,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,16,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",unknown,1.984745,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,17,Health.,unknown,3.459399,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,18,Transport,unknown,7.946328,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,19,INFORMATION AND COMMUNICATION,unknown,2.530358,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,20,"RECREATION, SPORT AND CULTURE",unknown,0.254938,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,21,EDUCATION SERVICES,unknown,5.112391,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,22,RESTAURANTS AND ACCOMODATION SERVICES,unknown,9.216351,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,23,Insurance and Financial Services,unknown,0.34374,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",unknown,2.21427,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,25,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,26,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,27,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,28,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,29,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,30,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table3,31,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,2,All Items,price,29.3769,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,3,All Items less Farm Produce.,price,20.10814,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,4,All Items less Farm Produce. and Energy,price,18.67631,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,5,Imported Food,price,6.100216,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,6,Food,price,9.329656,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,7,FARM PRODUCE,price,9.263144,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,8,ENERGY,price,1.431826,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,9,SERVICES,price,9.187077,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,10,GOODS,price,20.18421,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,11,Food &  Non Alcoholic Bev.,price,13.25875,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,12,"ALCOHOLIC BEVERAGES, TOBACCO AND  NARCOTICS",unknown,0.119333,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,13,Clothing and Footwear,unknown,1.704374,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,14,"Housing Water, Electricity. Gas and Other  Fuels",price,1.203269,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",unknown,0.973242,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,16,Health.,unknown,2.598754,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,17,Transport,unknown,2.712839,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,18,INFORMATION AND COMMUNICATION,unknown,0.761959,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,19,"RECREATION, SPORT AND CULTURE",unknown,0.055278,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,20,EDUCATION SERVICES,unknown,1.086559,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,21,RESTAURANTS AND ACCOMODATION SERVICES,unknown,3.700029,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,22,Insurance and Financial Services,unknown,0.128843,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,23,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",unknown,1.073677,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,24,Month-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,25,Year-on (%),date,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,26,12-month average (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,27,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,28,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,29,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,30,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,31,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,32,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,33,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table4,34,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,1,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,2,State,geography,Abia, | detected as the geography column
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,3,Food,price,113.6653209281236,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,4,All Items,price,111.9554349067843,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,5,Food,price,126.54084979305503,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,6,All Items,price,130.5044342469027,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,7,Food,price,127.2761206850975,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,8,All Items,price,130.48361820484388,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,9,Food,price,11.974452406271467,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,10,All Items,price,16.549605933366607,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,11,Food,price,0.5810541759794603,
NBS,NBS Consumer Price Index and Inflation,2025-10,Table-5,12,All Items,price,-0.015950448104646853,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,2,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,3,Monthly,price,100,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,4,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,5,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,6,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,7,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,8,Monthly,price,73.41,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,9,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,10,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,11,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,12,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,13,Monthly,price,27.98,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,14,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,15,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,16,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,17,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,18,Monthly,price,66.99,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,19,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,20,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,21,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,22,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1,23,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),2,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),3,Monthly,price,1000,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),4,Monthly,price,100,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),5,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),6,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),7,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),8,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),9,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),10,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),11,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),12,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),13,Monthly,price,513.1043122747834,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),14,Monthly,price,73.41,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),15,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),16,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),17,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),18,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),19,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),20,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),21,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),22,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),23,Monthly,price,507.0588900812485,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),24,Monthly,price,27.98,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),25,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),26,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),27,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),28,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),29,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),30,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),31,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),32,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),33,Monthly,price,#REF!,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),34,Monthly,price,66.99,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),35,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),36,12-Month Average,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),37,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),38,Month-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),39,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),40,Year-on change (%),date,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),41,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),42,12-Month average change (%),percentage,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),43,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),44,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),45,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),46,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),47,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table1 (2),48,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,1,,unknown,Weights,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,2,,unknown,,blank header cell
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,3,All Items,price,100,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,4,All Items Less Farm Produce,price,73.41,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,5,Core Index (All Items Less Farm Produce And Energy),price,66.99,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,6,Imported Food,price,17.33,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,7,Food,price,27.98,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,8,Farm Produce,price,26.61,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,9,Energy,price,6.42,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,10,Services,price,37.55,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,11,Goods,price,62.48,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,12,"ALL ITEMS LESS FOOD
 (NONFOOD INDEX)",price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,13,ALLITEMS LESS FOOD AND NON ALCOHOLIC BEVERAGES INDEX,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,14,HOUSING (RENT) INDEX,price,,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,15,Food And Non-Alcoholic Beverages,price,40.02,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,16,"Alcoholic Beverages, Tobacco And  Narcotics",unknown,0.37,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,17,Clothing And Footwear,unknown,5.04,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,18,"Housing, Water, Electricity, Gas And Other Fuels",price,8.42,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,19,"Furnishings, Household Equipment And Routine Household Maintenance",unknown,2.96,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,20,Health.,unknown,6.06,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,21,Transport,unknown,10.66,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,22,Information And Communication,unknown,3.29,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,23,"Recreation, Sport And Culture",unknown,0.31,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,24,Education Services,unknown,6.2,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,25,Restaurants And Accomodation Services,unknown,12.92,
NBS,NBS Consumer Price Index and Inflation,2026-02,Table2,26,Insurance and Financial Services,unknown,0.47,
