source_organisation,dataset,period,sheet_name,column_position,original_column_name,inferred_role,example_value,notes
NBS,NBS AGO (Diesel) Price Watch,2025-08,Sheet1,9,,unknown,1539.9788357524822,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-08,Sheet1,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,2,2025-02-14 00:00:00,date,1674.302457755102,
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,3,2026-01-14 00:00:00,date,1334.9231464149664,
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,4,2026-02-14 00:00:00,date,1382.1663798577308,
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,5,YoY,percentage,-15.335562357368769,
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,6,MoM,percentage,3.5837221750995445,
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,9,,unknown,1383.7686593824135,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,12,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-02,Sheet1,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,2,2025-01-14 00:00:00,date,1680.39386690612,
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,3,2025-12-14 00:00:00,date,1391.938815047075,
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,4,2026-01-14 00:00:00,date,1334.9231464149664,
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,5,YoY,percentage,-18.601260523000565,
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,6,MoM,percentage,-3.9924629245683496,
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,9,,unknown,1288.1992978304286,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,12,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,16,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-01,DIESEL JANUARY 2026,17,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,2,2024-07-14 00:00:00,date,1325.6280752515027,
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,3,2025-06-14 00:00:00,date,1958.3847938358808,
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,4,2025-07-14 00:00:00,date,1873.9397274861299,
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,5,YoY,percentage,41.16902347202988,
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,6,MoM,percentage,-3.509881058191223,
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,9,,unknown,1753.1330025135508,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,11,1941.9754403195839,unknown,,
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,12,1619.0598316666667,unknown,,
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,16,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-07,DIESEL JULY 2025,17,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,2,2025-05-14 00:00:00,date,1920.4733508808815,
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,3,2026-04-14 00:00:00,date,2454.2534496860703,
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,4,2026-05-14 00:00:00,date,3252.915776639667,
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,5,YoY,percentage,69.380938045697,
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,6,MoM,percentage,32.54196615495256,
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,9,,unknown,3297.004046573781,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-05,DIESEL MAY 2026,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,2,2025-03-14 00:00:00,date,1775.96464780207,
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,3,2026-02-14 00:00:00,date,1382.16637985773,
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,4,2026-03-14 00:00:00,date,1593.10571640495,
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,5,YoY,percentage,-10.2963159555807,
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,6,MoM,percentage,15.2615010480093,
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,9,,unknown,1730.1417845692,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,12,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,16,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2026-03,DIESEL MARCH 2026,17,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,2,2024-10-14 00:00:00,date,1501.166926086841,
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,3,2025-09-14 00:00:00,date,1297.6196512775846,
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,4,2025-10-14 00:00:00,date,1395.768208898866,
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,5,YoY,percentage,-7.021119061204099,
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,6,MoM,percentage,7.563738536530973,
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,9,,unknown,1415.847485742857,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,12,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,16,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-10,DIESEL OCTOBER 2025,17,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,2,2024-03-14 00:00:00,date,1230.98008241758,
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,3,2025-02-14 00:00:00,date,1674.3024577551,
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,4,2025-03-14 00:00:00,date,1775.96464780207,
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,5,YoY,percentage,45.4742222859744,
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,6,MoM,percentage,6.48526852529119,
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,9,,unknown,1493.68124166111,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,12,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,16,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-03,DIESEL MARCH 2025,17,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,2,2024-04-14 00:00:00,date,1307.2091836734694,
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,3,2025-03-14 00:00:00,date,1775.9646478020677,
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,4,2025-04-14 00:00:00,date,1867.9676395942708,
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,5,YoY,percentage,43.93025694775175,
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,6,MoM,percentage,5.586047209461505,
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,9,,unknown,1631.0829184477939,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,12,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,16,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-04,DIESEL APRIL 2025,17,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,2,2024-06-14 00:00:00,date,1447.8350078492936,
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,3,2025-05-14 00:00:00,date,1920.4733508808815,
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,4,2025-06-14 00:00:00,date,1958.3847938358808,
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,5,YoY,percentage,37.350633665194955,
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,6,MoM,percentage,1.932754827762245,
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,9,,unknown,1691.1677601070762,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,12,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,16,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-06,DIESEL JUNE 2025,17,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,2,2024-05-14 00:00:00,date,1312.0583071690216,
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,3,2025-04-14 00:00:00,date,1867.9676395942708,
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,4,2025-05-14 00:00:00,date,1920.4733508808815,
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,5,YoY,percentage,46.355756991940844,
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,6,MoM,percentage,3.1840088232035746,
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,7,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,8,Zone,geography,South East,
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,9,,unknown,1632.330266209332,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,10,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,11,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,12,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,13,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,14,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,15,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,16,,unknown,,blank header cell
NBS,NBS AGO (Diesel) Price Watch,2025-05,DIESEL MAY 2025,17,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,2,Average of Apr-24,date,6544.471243042672,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,3,Average of Mar-25,date,7047.232459538007,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,4,Average of Apr-25,date,7432.218771930892,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,5,MoM,percentage,5.462943284520577,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,6,YoY,percentage,13.564847272145514,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,7,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,8,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,9,,unknown,NORTH CENTRAL,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,10,Average of Apr-24,date,15038.87095047809,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,11,Average of Mar-25,date,17296.652577416444,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,12,Average of Apr-25,date,19330.54692982723,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,13,MoM,percentage,11.758890012431422,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,14,YoY,percentage,28.537221932958374,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-04,LPG APR 2025,15,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,2,Average of Feb-24,date,5723.015873015873,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,3,Average of Jan-25,date,7016.0103433333325,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,4,Average of Feb-25,date,6963.809523809524,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,5,MoM,percentage,-0.7440242669170374,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,6,YoY,percentage,21.68076549715711,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,7,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,8,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,9,,unknown,NORTH CENTRAL,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,10,Average of Feb-24,date,14823.788265306122,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,11,Average of Jan-25,date,17197.883001190472,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,12,Average of Feb-25,date,17166.666666666664,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,13,MoM,percentage,-0.18151265781752102,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,14,YoY,percentage,15.804856082866877,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,15,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,16,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-02,LPG FEB 2025,17,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,2,Average of Jan-24,date,5240.357142857143,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,3,Average of Dec-24,date,7352.317176870748,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,4,Average of Jan-25,date,7016.0103433333325,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,5,MoM,percentage,-4.574161117468989,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,6,YoY,percentage,33.88420201276719,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,7,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,8,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,9,,unknown,NORTH CENTRAL,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,10,Average of Jan-24,date,11304.081632653062,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,11,Average of Dec-24,date,16482.47023809524,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,12,Average of Jan-25,date,17197.883001190472,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,13,MoM,percentage,4.340446260547324,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,14,YoY,percentage,52.138701400673966,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,15,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,16,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-01,LPG JAN 2025,17,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,2,Average of Mar-24,date,6442.522239665096,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,3,Average of Feb-25,date,6963.809523809524,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,4,Average of Mar-25,date,7047.232459538007,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,5,MoM,percentage,1.1979497061666677,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,6,YoY,percentage,9.386234107968633,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,7,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,8,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,9,,unknown,NORTH CENTRAL,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,10,Average of Mar-24,date,15957.81462585034,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,11,Average of Feb-25,date,17166.666666666664,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,12,Average of Mar-25,date,17296.652577416444,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,13,MoM,percentage,0.7571994800958066,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,14,YoY,percentage,8.38985777787704,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,15,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,16,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-03,LPG MAR 2025,17,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-05,LPG MAY 2025,1,,geography,NORTH CENTRAL,blank header cell | detected as the geography column
NBS,NBS LPG (Cooking Gas) Price Watch,2025-05,LPG MAY 2025,2,Average of May-24,date,7500.299185928573,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-05,LPG MAY 2025,3,Average of Apr-25,date,7432.218771930892,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-05,LPG MAY 2025,4,Average of May-25,date,7759.3834558524,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-05,LPG MAY 2025,5,MoM,percentage,4.401978654841329,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-05,LPG MAY 2025,6,YoY,percentage,3.4543191344939856,
NBS,NBS LPG (Cooking Gas) Price Watch,2025-05,LPG MAY 2025,7,,unknown,,blank header cell
NBS,NBS LPG (Cooking Gas) Price Watch,2025-05,LPG MAY 2025,8,,unknown,,blank header cell
