source_organisation,dataset,release_or_sample,period,container_type,spreadsheet_present,pdf_present,sheet_name,rows_estimate,columns_estimate,header_row_estimate,geography_field,date_or_period_field,measure_fields,layout_type,structural_notes
NBS,NBS Consumer Price Index and Inflation,CPI_December_2025_Report.zip :: cpi_1New_December2025.xlsx,2025-12,ZIP,YES,YES,Table4 (2),369,56,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 720.7700793288018 | 100 | 562.4793622370022 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_June_2025_Report.pdf,2025-06,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS Consumer Price Index and Inflation,CPI_MARCH_2025.pdf,2025-03,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table1,45,23,3,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"2 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table1 (2),366,48,4,,Monthly,Monthly | Monthly | 12-Month Average | 12-Month Average | 12-Month average change (%) | 12-Month average change (%) | Monthly | Monthly,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table2,44,34,2,,Month-on (%),"All Items | All Items Less Farm Produce | Core Index 
(All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services",UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table2 (2),368,65,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 761.8304043795059 | 100 | 596.0779800274919 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table3,44,31,2,,"Month-on 
(%)","All Items | All Items Less Farm Produce | Core Index 
(All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services",UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table3 (2),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table3 (3),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table4,45,35,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,CPI_MAY_2026.zip :: cpi_1New_May2026.xlsx,2026-05,ZIP,YES,YES,Table4 (2),369,56,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 720.7700793288018 | 100 | 562.4793622370022 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_May_2025_Report.pdf,2025-05,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS Consumer Price Index and Inflation,CPI_November_2025.zip :: cpi_1New_November25.xlsx,2025-11,ZIP,YES,YES,Table1,16,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_November_2025.zip :: cpi_1New_November25.xlsx,2025-11,ZIP,YES,YES,Table2,374,47,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_November_2025.zip :: cpi_1New_November25.xlsx,2025-11,ZIP,YES,YES,Table3,14,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_November_2025.zip :: cpi_1New_November25.xlsx,2025-11,ZIP,YES,YES,Table4,15,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_November_2025.zip :: cpi_1New_November25.xlsx,2025-11,ZIP,YES,YES,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,CPI_October2025.zip :: cpi_1New_October25.xlsx,2025-10,ZIP,YES,YES,Table1,15,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_October2025.zip :: cpi_1New_October25.xlsx,2025-10,ZIP,YES,YES,Table2,373,47,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_October2025.zip :: cpi_1New_October25.xlsx,2025-10,ZIP,YES,YES,Table3,13,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_October2025.zip :: cpi_1New_October25.xlsx,2025-10,ZIP,YES,YES,Table4,14,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_October2025.zip :: cpi_1New_October25.xlsx,2025-10,ZIP,YES,YES,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table1,31,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table1 (2),366,48,4,,Monthly,Monthly | Monthly | 12-Month Average | 12-Month Average | 12-Month average change (%) | 12-Month average change (%) | Monthly | Monthly,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table2,29,34,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table2 (2),368,65,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 761.8304043795059 | 100 | 596.0779800274919 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table3,29,31,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table3 (2),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table3 (3),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table4,30,35,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table-5,42,16,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_FEBRUARY_2026.zip :: cpi_1New_February2026.xlsx,2026-02,ZIP,YES,YES,Table4 (2),369,56,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 720.7700793288018 | 100 | 562.4793622370022 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table1,30,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table1 (2),366,48,4,,Monthly,Monthly | Monthly | 12-Month Average | 12-Month Average | 12-Month average change (%) | 12-Month average change (%) | Monthly | Monthly,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table2,28,34,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table2 (2),368,65,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 761.8304043795059 | 100 | 596.0779800274919 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table3,28,31,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table3 (2),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table3 (3),368,51,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 810.1261638791062 | 100 | 636.3224782600565 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table4,29,35,2,,Month-on (%),All Items | All Items Less Farm Produce | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Food | Farm Produce | Energy | Services,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,CPI_Report_January_2026.zip :: cpi_January2026.xlsx,2026-01,ZIP,YES,YES,Table4 (2),369,56,2,,Month-on (%),All Items | All Items | All Items less Farm Produce. | All Items Less Farm Produce | All Items less Farm Produce. and Energy | Core Index (All Items Less Farm Produce And Energy) | Imported Food | Imported Food,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: 2024 = 100)""; embedded national/zone/total rows inside the data block (e.g. ""Average | 720.7700793288018 | 100 | 562.4793622370022 |"")"
NBS,NBS Consumer Price Index and Inflation,CPI_Report_March_2026.zip :: March_2026/cpi_1New_March2026.xls,2026-03,ZIP,YES,YES,<<LEGACY .XLS - no reader installed>>,,,,,,,UNKNOWN,COULD NOT BE READ: xlrd not available
NBS,NBS Consumer Price Index and Inflation,CPI_September_2025.zip :: cpi_1New_September25.xlsx,2025-09,ZIP,YES,YES,Table1,14,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_September_2025.zip :: cpi_1New_September25.xlsx,2025-09,ZIP,YES,YES,Table2,12,30,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_September_2025.zip :: cpi_1New_September25.xlsx,2025-09,ZIP,YES,YES,Table3,12,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_September_2025.zip :: cpi_1New_September25.xlsx,2025-09,ZIP,YES,YES,Table4,13,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,CPI_September_2025.zip :: cpi_1New_September25.xlsx,2025-09,ZIP,YES,YES,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,CPI_february_2025.pdf,2025-02,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS Consumer Price Index and Inflation,Highlights of CPI Rebasing Result.pdf,NOT_APPLICABLE,PDF,NO,YES,,,,,,,,UNKNOWN,Report PDF only - no spreadsheet in this release. 
NBS,NBS Consumer Price Index and Inflation,July_2025_CPI_Report.zip :: cpi_1New_JuLY25.xlsx,2025-07,ZIP,YES,YES,Table1,12,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,July_2025_CPI_Report.zip :: cpi_1New_JuLY25.xlsx,2025-07,ZIP,YES,YES,Table2,10,30,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,July_2025_CPI_Report.zip :: cpi_1New_JuLY25.xlsx,2025-07,ZIP,YES,YES,Table3,10,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,July_2025_CPI_Report.zip :: cpi_1New_JuLY25.xlsx,2025-07,ZIP,YES,YES,Table4,11,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,July_2025_CPI_Report.zip :: cpi_1New_JuLY25.xlsx,2025-07,ZIP,YES,YES,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Apr25.xlsx :: cpi_1New_Apr25.xlsx,2025-04,XLSX,YES,NO,Table1,9,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Apr25.xlsx :: cpi_1New_Apr25.xlsx,2025-04,XLSX,YES,NO,Table2,7,30,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Apr25.xlsx :: cpi_1New_Apr25.xlsx,2025-04,XLSX,YES,NO,Table3,7,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Apr25.xlsx :: cpi_1New_Apr25.xlsx,2025-04,XLSX,YES,NO,Table4,8,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Apr25.xlsx :: cpi_1New_Apr25.xlsx,2025-04,XLSX,YES,NO,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Feb_2025.xlsx :: cpi_1New_Feb_2025.xlsx,2025-02,XLSX,YES,NO,Table1,7,23,4,,Monthly,Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average | 12-Month average change (%) | Monthly | 12-Month Average,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 1 Composite Consumer Price Index (Base September 1985 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Feb_2025.xlsx :: cpi_1New_Feb_2025.xlsx,2025-02,XLSX,YES,NO,Table2,5,30,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 2 Composite Consumer Price Index (Base Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Feb_2025.xlsx :: cpi_1New_Feb_2025.xlsx,2025-02,XLSX,YES,NO,Table3,5,31,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 3 Urban Consumer Price Index  (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Feb_2025.xlsx :: cpi_1New_Feb_2025.xlsx,2025-02,XLSX,YES,NO,Table4,6,34,2,,Month-on (%),All Items | All Items less Farm Produce. | All Items less Farm Produce. and Energy | Imported Food | Food | FARM PRODUCE | ENERGY | SERVICES,UNKNOWN,"1 title/metadata row(s) above the header: ""Table 4 Rural Consumer Price Index (Base: Year 2024 = 100)"""
NBS,NBS Consumer Price Index and Inflation,cpi_1New_Feb_2025.xlsx :: cpi_1New_Feb_2025.xlsx,2025-02,XLSX,YES,NO,Table-5,42,12,4,State,,Food | All Items | Food | All Items | Food | All Items | Food | All Items,UNKNOWN,"3 title/metadata row(s) above the header: ""Table 5 Combined Urban And Rural State Consumer Price Index"""
