source_organisation,dataset,period_start,period_end,release_title,original_filename,file_type,official_source_url,download_url,download_status,contains_excel,contains_pdf,months_covered,notes
NERC,NERC MYTO Supplementary Order - KEDCO,2025-04,2025-04,KEDCO MYTO APRIL 2025,KEDCO-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/KEDCO-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=KEDCO; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-04,2025-04,PHED MYTO APRIL 2025,PHED-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/PHED-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=PHED; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-04,2025-04,YEDC MYTO APRIL 2025,YEDC-MYTO-APR-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/04/YEDC-MYTO-APR-2025.pdf,DOWNLOADED,NO,YES,2025-04,"DisCo=YEDC; NERC website publication date=April 30, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-05,2025-05,AEDC MYTO MAY 2025,AEDC_May_2025_045.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/AEDC_May_2025_045.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=AEDC; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-05,2025-05,BEDC MYTO MAY 2025,BEDC_May_2025_046.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/BEDC_May_2025_046.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=BEDC; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-05,2025-05,EEDC MYTO MAY 2025,EEDC_May_2025_048.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/EEDC_May_2025_048.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=EEDC; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-05,2025-05,EKEDP MYTO MAY 2025,EKEDP_May_2025_047.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/EKEDP_May_2025_047.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=EKEDP; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-05,2025-05,IBEDC MYTO MAY 2025,IBEDC_May_2025_049.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/IBEDC_May_2025_049.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=IBEDC; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-05,2025-05,IE MYTO MAY 2025,IE_May_2025_050.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/IE_May_2025_050.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=IE; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-05,2025-05,JED MYTO MAY 2025,JED_May_2025_051.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/JED_May_2025_051.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=JED; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-05,2025-05,KAEDC MYTO MAY 2025,KAEDC_May_2025_052.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/KAEDC_May_2025_052.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=KAEDC; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-05,2025-05,KEDCO MYTO MAY 2025,KEDCO_May_2025_053.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/KEDCO_May_2025_053.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=KEDCO; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-05,2025-05,PHEDC MYTO MAY 2025,PHED_May_2025_054.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/PHED_May_2025_054.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=PHED; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-05,2025-05,YEDC MYTO MAY 2025,YEDC_May_2025_055.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/05/YEDC_May_2025_055.pdf,DOWNLOADED,NO,YES,2025-05,"DisCo=YEDC; NERC website publication date=May 21, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-06,2025-06,AEDC MYTO JUNE 2025,Abuja-june-2025-1.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Abuja-june-2025-1.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=AEDC; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-06,2025-06,BEDC MYTO JUNE 2025,Benin-june-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Benin-june-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=BEDC; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-06,2025-06,EEDC MYTO JUNE 2025,Enugu-june-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Enugu-june-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=EEDC; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-06,2025-06,EKEDC MYTO JUNE 2025,Eko-june-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Eko-june-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=EKEDP; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-06,2025-06,IBEDC MYTO JUNE 2025,Ibadan-June-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Ibadan-June-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=IBEDC; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-06,2025-06,IE MYTO JUNE 2025,Ikeja-june-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Ikeja-june-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=IE; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-06,2025-06,KAEDC MYTO JUNE 2025,Kaduna-june-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Kaduna-june-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=KAEDC; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-06,2025-06,KEDCO MYTO JUNE 2025,Kano-june-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Kano-june-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=KEDCO; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-06,2025-06,PHEDC MYTO JUNE 2025,Portharcourt-june-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Portharcourt-june-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=PHED; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-06,2025-06,YEDC MYTO JUNE 2025,Yola-june-2025.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/06/Yola-june-2025.pdf,DOWNLOADED,NO,YES,2025-06,"DisCo=YEDC; NERC website publication date=June 18, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-07,2025-07,AEDC MYTO JULY 2025,AEDC_July_2025_059.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/AEDC_July_2025_059.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=AEDC; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-07,2025-07,BEDC MYTO JULY 2025,BEDC_July_2025_060.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/BEDC_July_2025_060.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=BEDC; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-07,2025-07,EEDC MYTO JULY 2025,EEDC_July_2025_062.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/EEDC_July_2025_062.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=EEDC; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-07,2025-07,EKEDP MYTO JULY 2025,EKEDP_July_2025_061.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/EKEDP_July_2025_061.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=EKEDP; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-07,2025-07,IBEDC MYTO JULY 2025,IBEDC_July_2025_063.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/IBEDC_July_2025_063.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=IBEDC; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-07,2025-07,IE MYTO JULY 2025,IE_July_2025_064.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/IE_July_2025_064.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=IE; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-07,2025-07,JED MYTO JULY 2025,JED_July_2025_065.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/JED_July_2025_065.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=JED; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-07,2025-07,KAEDC MYTO JULY 2025,KAEDC_July_2025_066.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/KAEDC_July_2025_066.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=KAEDC; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-07,2025-07,KEDCO MYTO JULY 2025,KEDCO_July_2025_067.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/KEDCO_July_2025_067.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=KEDCO; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-07,2025-07,PHED MYTO JULY 2025,PHED_July_2025_068.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/PHED_July_2025_068.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=PHED; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-07,2025-07,YEDC MYTO JULY 2025,YEDC_July_2025_069.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/08/YEDC_July_2025_069.pdf,DOWNLOADED,NO,YES,2025-07,"DisCo=YEDC; NERC website publication date=August 28, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-08,2025-08,AEDC MYTO AUGUST 2025,AEDC_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/AEDC_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=AEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-08,2025-08,BEDC MYTO AUGUST 2025,BEDC_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/BEDC_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=BEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-08,2025-08,EEDC MYTO AUGUST 2025,EEDC_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/EEDC_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=EEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-08,2025-08,EKEDP MYTO AUGUST 2025,EKEDP_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/EKEDP_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=EKEDP; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-08,2025-08,IBEDC MYTO AUGUST 2025,IBEDC_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/IBEDC_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=IBEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-08,2025-08,IE MYTO AUGUST 2025,IE_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/IE_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=IE; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-08,2025-08,JED MYTO AUGUST 2025,JED_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/JED_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=JED; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-08,2025-08,KAEDC MYTO AUGUST 2025,KAEDC_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/KAEDC_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=KAEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-08,2025-08,KEDCO MYTO AUGUST 2025,KEDCO_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/KEDCO_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=KEDCO; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-08,2025-08,PHED MYTO AUGUST 2025,PHED_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/PHED_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=PHED; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-08,2025-08,YEDC MYTO AUGUST 2025,YEDC_AUG_2025_MYTO.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/YEDC_AUG_2025_MYTO.pdf,DOWNLOADED,NO,YES,2025-08,"DisCo=YEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-09,2025-09,AEDC MYTO SEPTEMBER 2025,AEDC_SEPT_2025_095.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/AEDC_SEPT_2025_095.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=AEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-09,2025-09,BEDC MYTO SEPTEMBER 2025,BEDC_SEPT_2025_097.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/BEDC_SEPT_2025_097.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=BEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-09,2025-09,EEDC MYTO SEPTEMBER 2025,EEDC_SEPT_2025_099.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/EEDC_SEPT_2025_099.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=EEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-09,2025-09,EKEDP MYTO SEPTEMBER 2025,EKEDP_SEPT_2025_098.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/EKEDP_SEPT_2025_098.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=EKEDP; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-09,2025-09,IBEDC MYTO SEPTEMBER 2025,IBEDC_SEPT_2025_100.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/IBEDC_SEPT_2025_100.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=IBEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-09,2025-09,IE MYTO SEPTEMBER 2025,IE_SEPT_2025_101.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/IE_SEPT_2025_101.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=IE; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-09,2025-09,JED MYTO SEPTEMBER 2025,JED_SEPT_2025_102.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/JED_SEPT_2025_102.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=JED; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-09,2025-09,KAEDC MYTO SEPTEMBER 2025,KAEDC_SEPT_2025_103.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/KAEDC_SEPT_2025_103.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=KAEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-09,2025-09,KEDCO MYTO SEPTEMBER 2025,KEDCO_SEPT_2025_104.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/KEDCO_SEPT_2025_104.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=KEDCO; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-09,2025-09,PHED MYTO SEPTEMBER 2025,PHED__SEPT_2025_105.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/PHED__SEPT_2025_105.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=PHED; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-09,2025-09,YEDC MYTO SEPTEMBER 2025,YEDC_SEPT_2025_106.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/YEDC_SEPT_2025_106.pdf,DOWNLOADED,NO,YES,2025-09,"DisCo=YEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-10,2025-10,AEDC MYTO OCTOBER 2025,AEDC_OCT_2025_108.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/AEDC_OCT_2025_108.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=AEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-10,2025-10,BEDC MYTO OCTOBER 2025,BEDC_OCT_2025_110.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/BEDC_OCT_2025_110.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=BEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-10,2025-10,EEDC MYTO OCTOBER 2025,EEDC_OCT_2025_112.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/EEDC_OCT_2025_112.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=EEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-10,2025-10,EKEDP MYTO OCTOBER 2025,EKEDP_OCT_2025_111.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/EKEDP_OCT_2025_111.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=EKEDP; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-10,2025-10,IBEDC MYTO OCTOBER 2025,IBEDC_OCT_2025_113.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/IBEDC_OCT_2025_113.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=IBEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - IE,2025-10,2025-10,IE MYTO OCTOBER 2025,IE_OCT_2025_114.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/IE_OCT_2025_114.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=IE; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - JED,2025-10,2025-10,JED MYTO OCTOBER 2025,JED_OCT_2025_115.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/JED_OCT_2025_115.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=JED; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - KAEDC,2025-10,2025-10,KAEDC MYTO OCTOBER 2025,KAEDC_OCT_2025_116.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/KAEDC_OCT_2025_116.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=KAEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - KEDCO,2025-10,2025-10,KEDCO MYTO OCTOBER 2025,KEDCO_OCT_2025_117.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/KEDCO_OCT_2025_117.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=KEDCO; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - PHED,2025-10,2025-10,PHED MYTO OCTOBER 2025,PHED_OCT_2025_118.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/PHED_OCT_2025_118.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=PHED; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - YEDC,2025-10,2025-10,YEDC MYTO OCTOBER 2025,YEDC_OCT_2025_119.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/YEDC_OCT_2025_119.pdf,DOWNLOADED,NO,YES,2025-10,"DisCo=YEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - AEDC,2025-11,2025-11,AEDC MYTO NOVEMBER 2025,AEDC_NOV_2025_122.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/AEDC_NOV_2025_122.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=AEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - BEDC,2025-11,2025-11,BEDC MYTO NOVEMBER 2025,BEDC_NOV_2025_124.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/BEDC_NOV_2025_124.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=BEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - EEDC,2025-11,2025-11,EEDC MYTO NOVEMBER 2025,EEDC_NOV_2025_126.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/EEDC_NOV_2025_126.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=EEDC; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - EKEDP,2025-11,2025-11,EKEDP MYTO NOVEMBER 2025,EKEDP_NOV_2025_125.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/EKEDP_NOV_2025_125.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=EKEDP; NERC website publication date=December 7, 2025"
NERC,NERC MYTO Supplementary Order - IBEDC,2025-11,2025-11,IBEDC MYTO NOVEMBER 2025,IBEDC_NOV_2025_127.pdf,PDF,https://nerc.gov.ng/resources/?doc_publication=myto,https://nerc.gov.ng/wp-content/uploads/2025/12/IBEDC_NOV_2025_127.pdf,DOWNLOADED,NO,YES,2025-11,"DisCo=IBEDC; NERC website publication date=December 7, 2025"
