release_month,observation_month,geography_type,geography_name,geography_raw_label,state,zone,is_aggregate,price_ngn_per_litre,unit,source_period_label,is_primary_release,source_anomaly,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-08-01,2025-08-01,STATE,Borno,Borno,Borno,North East,FALSE,1145.5,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,11,4,D11
2025-08-01,2025-08-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,998.528571428575,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,12,4,D12
2025-08-01,2025-08-01,STATE,Delta,Delta,Delta,South South,FALSE,951.3698347107437,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,13,4,D13
2025-08-01,2025-08-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1059.9457142857143,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,14,4,D14
2025-08-01,2025-08-01,STATE,Edo,Edo,Edo,South South,FALSE,920.8175,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,15,4,D15
2025-08-01,2025-08-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,924.2514285714286,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,16,4,D16
2025-08-01,2025-08-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1011.9,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,17,4,D17
2025-08-01,2025-08-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,980.9622222222222,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,18,4,D18
2025-08-01,2025-08-01,STATE,Imo,Imo,Imo,South East,FALSE,1021.516806722689,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,19,4,D19
2025-08-01,2025-08-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,979.6581818181818,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,20,4,D20
2025-08-01,2025-08-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,943.3333333333334,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,21,4,D21
2025-08-01,2025-08-01,STATE,Kano,Kano,Kano,North West,FALSE,959.5173333333332,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,22,4,D22
2025-08-01,2025-08-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,988.265,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,23,4,D23
2025-08-01,2025-08-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,946.958,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,24,4,D24
2025-08-01,2025-08-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,1014.69,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,25,4,D25
2025-08-01,2025-08-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,933.5899999999999,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,26,4,D26
2025-08-01,2025-08-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,983.05,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,27,4,D27
2025-08-01,2025-08-01,STATE,Nasarawa,Nasarawa,Nasarawa,North Central,FALSE,965.9201376936307,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,28,4,D28
2025-08-01,2025-08-01,STATE,Niger,Niger,Niger,North Central,FALSE,1037.8104166666712,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,29,4,D29
2025-08-01,2025-08-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,930.0880000000001,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,30,4,D30
2025-08-01,2025-08-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,921.407142857143,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,31,4,D31
2025-08-01,2025-08-01,STATE,Osun,Osun,Osun,South West,FALSE,926.5486111111112,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,32,4,D32
2025-08-01,2025-08-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,953.1356179775281,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,33,4,D33
2025-08-01,2025-08-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,1076.06,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,34,4,D34
2025-08-01,2025-08-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,975.3,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,35,4,D35
2025-08-01,2025-08-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,1032.684,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,36,4,D36
2025-08-01,2025-08-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,953.4,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,37,4,D37
2025-08-01,2025-08-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,1014.86,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,38,4,D38
2025-08-01,2025-08-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,993.3816666666667,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,39,4,D39
2025-08-01,2025-08-01,ZONE,North Central,North Central,,North Central,TRUE,1009.9310315752812,NGN per litre,Average Price,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,4,7,G4
2025-08-01,2025-08-01,ZONE,North East,North East,,North East,TRUE,1016.2221296296296,NGN per litre,Average Price,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,5,7,G5
2025-08-01,2025-08-01,ZONE,North West,North West,,North West,TRUE,977.6853593073592,NGN per litre,Average Price,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,8,7,G8
2025-08-01,2025-08-01,ZONE,South East,South East,,South East,TRUE,1024.725971567648,NGN per litre,Average Price,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,3,7,G3
2025-08-01,2025-08-01,ZONE,South South,South South,,South South,TRUE,965.4361510232198,NGN per litre,Average Price,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,6,7,G6
2025-08-01,2025-08-01,ZONE,South West,South West,,South West,TRUE,939.7468000862018,NGN per litre,Average Price,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,7,7,G7
2025-08-01,2025-08-01,NATIONAL,Nigeria,AVERAGE,,,TRUE,988.2533804986764,NGN per litre,2025-08-01,TRUE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS AUGUST 2025.xlsx,PMS AUGUST 2025,40,4,D40
2025-09-01,2024-09-01,STATE,Abia,Abia,Abia,South East,FALSE,1009,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,3,2,B3
2025-09-01,2024-09-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1025,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,4,2,B4
2025-09-01,2024-09-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,1082.5,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,5,2,B5
2025-09-01,2024-09-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,1085.71428571429,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,6,2,B6
2025-09-01,2024-09-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1084.1571568080358,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,7,2,B7
2025-09-01,2024-09-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,1043.90909090909,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,8,2,B8
2025-09-01,2024-09-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,1002.72727272727,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,9,2,B9
2025-09-01,2024-09-01,STATE,Benue,Benue,Benue,North Central,FALSE,1032.87839577415,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,10,2,B10
2025-09-01,2024-09-01,STATE,Borno,Borno,Borno,North East,FALSE,1004.09090909091,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,11,2,B11
2025-09-01,2024-09-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,1005.55555555556,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,12,2,B12
2025-09-01,2024-09-01,STATE,Delta,Delta,Delta,South South,FALSE,1007.27272727273,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,13,2,B13
2025-09-01,2024-09-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1090.9375,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,14,2,B14
2025-09-01,2024-09-01,STATE,Edo,Edo,Edo,South South,FALSE,1062.5,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,15,2,B15
2025-09-01,2024-09-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,1039.33333333333,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,16,2,B16
2025-09-01,2024-09-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,990.08749389648,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,17,2,B17
2025-09-01,2024-09-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,990,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,18,2,B18
2025-09-01,2024-09-01,STATE,Imo,Imo,Imo,South East,FALSE,1002.69090964577,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,19,2,B19
2025-09-01,2024-09-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,1063.33333333333,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,20,2,B20
2025-09-01,2024-09-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,1074.61538461538,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,21,2,B21
2025-09-01,2024-09-01,STATE,Kano,Kano,Kano,North West,FALSE,1051.2,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,22,2,B22
2025-09-01,2024-09-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,1096.1538461538462,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,23,2,B23
2025-09-01,2024-09-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,986.6666666666666,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,24,2,B24
2025-09-01,2024-09-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,1063.090788188733,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,25,2,B25
2025-09-01,2024-09-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,1045.4375,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,26,2,B26
2025-09-01,2024-09-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,1000.4761904761905,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,27,2,B27
2025-09-01,2024-09-01,STATE,Nasarawa,Nasarawa,Nasarawa,North Central,FALSE,1016.1875,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,28,2,B28
2025-09-01,2024-09-01,STATE,Niger,Niger,Niger,North Central,FALSE,993.8857160295756,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,29,2,B29
2025-09-01,2024-09-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,1016.9230769230769,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,30,2,B30
2025-09-01,2024-09-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,1006.66666666667,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,31,2,B31
2025-09-01,2024-09-01,STATE,Osun,Osun,Osun,South West,FALSE,1009.375,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,32,2,B32
2025-09-01,2024-09-01,STATE,Oyo,Oyo,Oyo,South West,FALSE,1076.111111111111,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,33,2,B33
2025-09-01,2024-09-01,STATE,Plateau,Plateau,Plateau,North Central,FALSE,1073.1818181818182,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,34,2,B34
2025-09-01,2024-09-01,STATE,Rivers,Rivers,Rivers,South South,FALSE,1045,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,35,2,B35
2025-09-01,2024-09-01,STATE,Sokoto,Sokoto,Sokoto,North West,FALSE,961.6666666666666,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,36,2,B36
2025-09-01,2024-09-01,STATE,Taraba,Taraba,Taraba,North East,FALSE,1027.44444444444,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,37,2,B37
2025-09-01,2024-09-01,STATE,Yobe,Yobe,Yobe,North East,FALSE,939.375,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,38,2,B38
2025-09-01,2024-09-01,STATE,Zamfara,Zamfara,Zamfara,North West,FALSE,1022,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,39,2,B39
2025-09-01,2024-09-01,NATIONAL,Nigeria,AVERAGE,,,TRUE,1030.4633875725708,NGN per litre,2024-09-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,40,2,B40
2025-09-01,2025-08-01,STATE,Abia,Abia,Abia,South East,FALSE,975,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,3,3,C3
2025-09-01,2025-08-01,STATE,Abuja,Abuja,Abuja,North Central,FALSE,1009.9166666666666,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,4,3,C4
2025-09-01,2025-08-01,STATE,Adamawa,Adamawa,Adamawa,North East,FALSE,1025.2583333333334,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,5,3,C5
2025-09-01,2025-08-01,STATE,Akwa Ibom,Akwa Ibom,Akwa Ibom,South South,FALSE,973.506,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,6,3,C6
2025-09-01,2025-08-01,STATE,Anambra,Anambra,Anambra,South East,FALSE,1055.2673368298374,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,7,3,C7
2025-09-01,2025-08-01,STATE,Bauchi,Bauchi,Bauchi,North East,FALSE,977.3522222222223,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,8,3,C8
2025-09-01,2025-08-01,STATE,Bayelsa,Bayelsa,Bayelsa,South South,FALSE,973.095,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,9,3,C9
2025-09-01,2025-08-01,STATE,Benue,Benue,Benue,North Central,FALSE,1031.53,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,10,3,C10
2025-09-01,2025-08-01,STATE,Borno,Borno,Borno,North East,FALSE,1145.5,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,11,3,C11
2025-09-01,2025-08-01,STATE,Cross River,Cross River,Cross River,South South,FALSE,998.528571428575,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,12,3,C12
2025-09-01,2025-08-01,STATE,Delta,Delta,Delta,South South,FALSE,951.3698347107437,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,13,3,C13
2025-09-01,2025-08-01,STATE,Ebonyi,Ebonyi,Ebonyi,South East,FALSE,1059.9457142857143,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,14,3,C14
2025-09-01,2025-08-01,STATE,Edo,Edo,Edo,South South,FALSE,920.8175,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,15,3,C15
2025-09-01,2025-08-01,STATE,Ekiti,Ekiti,Ekiti,South West,FALSE,924.2514285714286,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,16,3,C16
2025-09-01,2025-08-01,STATE,Enugu,Enugu,Enugu,South East,FALSE,1011.9,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,17,3,C17
2025-09-01,2025-08-01,STATE,Gombe,Gombe,Gombe,North East,FALSE,980.9622222222222,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,18,3,C18
2025-09-01,2025-08-01,STATE,Imo,Imo,Imo,South East,FALSE,1021.516806722689,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,19,3,C19
2025-09-01,2025-08-01,STATE,Jigawa,Jigawa,Jigawa,North West,FALSE,979.6581818181818,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,20,3,C20
2025-09-01,2025-08-01,STATE,Kaduna,Kaduna,Kaduna,North West,FALSE,943.3333333333334,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,21,3,C21
2025-09-01,2025-08-01,STATE,Kano,Kano,Kano,North West,FALSE,959.5173333333332,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,22,3,C22
2025-09-01,2025-08-01,STATE,Katsina,Katsina,Katsina,North West,FALSE,988.265,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,23,3,C23
2025-09-01,2025-08-01,STATE,Kebbi,Kebbi,Kebbi,North West,FALSE,946.958,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,24,3,C24
2025-09-01,2025-08-01,STATE,Kogi,Kogi,Kogi,North Central,FALSE,1014.69,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,25,3,C25
2025-09-01,2025-08-01,STATE,Kwara,Kwara,Kwara,North Central,FALSE,933.5899999999999,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,26,3,C26
2025-09-01,2025-08-01,STATE,Lagos,Lagos,Lagos,South West,FALSE,983.05,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,27,3,C27
2025-09-01,2025-08-01,STATE,Nasarawa,Nasarawa,Nasarawa,North Central,FALSE,965.9201376936307,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,28,3,C28
2025-09-01,2025-08-01,STATE,Niger,Niger,Niger,North Central,FALSE,1037.8104166666712,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,29,3,C29
2025-09-01,2025-08-01,STATE,Ogun,Ogun,Ogun,South West,FALSE,930.0880000000001,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,30,3,C30
2025-09-01,2025-08-01,STATE,Ondo,Ondo,Ondo,South West,FALSE,921.407142857143,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,31,3,C31
2025-09-01,2025-08-01,STATE,Osun,Osun,Osun,South West,FALSE,926.5486111111112,NGN per litre,2025-08-01,FALSE,,2,PMS_Report_AUG_SEPT_2025.zip,PMS_SEPTEMBER_2025.xlsx,PMS SEPTEMBER 2025,32,3,C32
