disco_code,disco_official_name,disco_raw_label,tariff_class,tariff_class_raw,service_band,mdclass,tariff_ngn_per_kwh,unit,period_start,period_end,period_label_raw,period_position,is_current_period,order_number,order_number_raw,order_effective_date,order_effective_date_raw,order_signed_date,signing_date_raw,signing_date_status,website_publication_date,vat_treatment,extraction_method,validation_status,source_anomaly,source_file,source_page,source_table_label,source_row_label,source_column_index
EEDC,Enugu Electricity Distribution Plc,EEDC,C - MD2,C – MD2,C,MD2,50.21,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,1
EEDC,Enugu Electricity Distribution Plc,EEDC,C - MD2,C – MD2,C,MD2,50.21,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,2
EEDC,Enugu Electricity Distribution Plc,EEDC,C - MD2,C – MD2,C,MD2,50.21,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,3
EEDC,Enugu Electricity Distribution Plc,EEDC,D - Non-MD,D – Non-MD,D,NON_MD,36.49,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D – Non-MD,1
EEDC,Enugu Electricity Distribution Plc,EEDC,D - Non-MD,D – Non-MD,D,NON_MD,36.49,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D – Non-MD,2
EEDC,Enugu Electricity Distribution Plc,EEDC,D - Non-MD,D – Non-MD,D,NON_MD,36.49,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D – Non-MD,3
EEDC,Enugu Electricity Distribution Plc,EEDC,D - MD1,D – MD1,D,MD1,47.82,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D – MD1,1
EEDC,Enugu Electricity Distribution Plc,EEDC,D - MD1,D – MD1,D,MD1,47.82,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D – MD1,2
EEDC,Enugu Electricity Distribution Plc,EEDC,D - MD1,D – MD1,D,MD1,47.82,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D – MD1,3
EEDC,Enugu Electricity Distribution Plc,EEDC,D - MD2,D - MD2,D,MD2,47.60,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D - MD2,1
EEDC,Enugu Electricity Distribution Plc,EEDC,D - MD2,D - MD2,D,MD2,47.60,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D - MD2,2
EEDC,Enugu Electricity Distribution Plc,EEDC,D - MD2,D - MD2,D,MD2,47.60,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,D - MD2,3
EEDC,Enugu Electricity Distribution Plc,EEDC,E - Non-MD,E – Non-MD,E,NON_MD,36.20,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – Non-MD,1
EEDC,Enugu Electricity Distribution Plc,EEDC,E - Non-MD,E – Non-MD,E,NON_MD,36.20,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – Non-MD,2
EEDC,Enugu Electricity Distribution Plc,EEDC,E - Non-MD,E – Non-MD,E,NON_MD,36.20,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – Non-MD,3
EEDC,Enugu Electricity Distribution Plc,EEDC,E - MD1,E – MD1,E,MD1,47.60,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD1,1
EEDC,Enugu Electricity Distribution Plc,EEDC,E - MD1,E – MD1,E,MD1,47.60,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD1,2
EEDC,Enugu Electricity Distribution Plc,EEDC,E - MD1,E – MD1,E,MD1,47.60,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD1,3
EEDC,Enugu Electricity Distribution Plc,EEDC,E - MD2,E – MD2,E,MD2,47.54,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD2,1
EEDC,Enugu Electricity Distribution Plc,EEDC,E - MD2,E – MD2,E,MD2,47.54,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD2,2
EEDC,Enugu Electricity Distribution Plc,EEDC,E - MD2,E – MD2,E,MD2,47.54,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/062,ORDER/NERC/2025/062,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EEDC_July_2025_062.pdf,4,Table – 2: Approved Allowed Tariffs,E – MD2,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,Life-line,Life-line,LIFELINE,NON_MD,4.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,Life-line,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,Life-line,Life-line,LIFELINE,NON_MD,4.00,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,Life-line,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,Life-line,Life-line,LIFELINE,NON_MD,4.00,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,Life-line,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - Non-MD,A – Non-MD,A,NON_MD,225.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – Non-MD,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - Non-MD,A – Non-MD,A,NON_MD,206.80,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – Non-MD,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - Non-MD,A – Non-MD,A,NON_MD,209.50,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – Non-MD,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - MD1,A – MD1,A,MD1,225.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD1,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - MD1,A – MD1,A,MD1,206.80,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD1,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - MD1,A – MD1,A,MD1,209.50,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD1,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - MD2,A – MD2,A,MD2,225.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - MD2,A – MD2,A,MD2,206.80,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,A - MD2,A – MD2,A,MD2,209.50,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,A – MD2,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - Non-MD,B – Non-MD,B,NON_MD,61.00,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – Non-MD,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - Non-MD,B – Non-MD,B,NON_MD,61.00,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – Non-MD,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - Non-MD,B – Non-MD,B,NON_MD,61.00,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – Non-MD,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - MD1,B – MD1,B,MD1,64.07,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD1,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - MD1,B – MD1,B,MD1,64.07,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD1,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - MD1,B – MD1,B,MD1,64.07,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD1,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - MD2,B – MD2,B,MD2,64.07,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD2,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - MD2,B – MD2,B,MD2,64.07,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD2,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,B - MD2,B – MD2,B,MD2,64.07,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,B – MD2,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - Non-MD,C – Non-MD,C,NON_MD,48.53,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – Non-MD,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - Non-MD,C – Non-MD,C,NON_MD,48.53,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – Non-MD,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - Non-MD,C – Non-MD,C,NON_MD,48.53,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – Non-MD,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - MD1,C – MD1,C,MD1,52.05,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD1,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - MD1,C – MD1,C,MD1,52.05,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD1,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - MD1,C – MD1,C,MD1,52.05,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD1,3
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - MD2,C – MD2,C,MD2,52.05,NGN per kWh,2024-04-01,2024-04-30,Apr 2024,COLUMN_1,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,1
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - MD2,C – MD2,C,MD2,52.05,NGN per kWh,2024-05-01,2024-06-30,May – Jun 2024,COLUMN_2,FALSE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,2
EKEDP,Eko Electricity Distribution Plc,EKEDP,C - MD2,C – MD2,C,MD2,52.05,NGN per kWh,2024-07-01,2025-07-31,Jul 2024 – Jul 2025,COLUMN_3,TRUE,ORDER/NERC/2025/061,ORDER/NERC/2025/061,2025-07-01,1st July 2025,,,NOT_IN_TEXT_LAYER,2025-08-28,UNSTATED,PDF_TEXT_LAYER,VALIDATED,SIGNING_PAGE_NOT_IN_TEXT_LAYER,EKEDP_July_2025_061.pdf,4,Table – 2: Approved Allowed Tariffs,C – MD2,3
