state_id,state_name,zone_name,observation_month,metric_code,metric_value,unit,in_primary_release_window,v_year_ago,fare_yoy_pct,cpi_yoy_pct,gap_pp
22,Kebbi,North West,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,692.03,NGN per journey,True,540.0,28.1537,16.1943,11.9594
22,Kebbi,North West,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,764.3705,NGN per journey,True,580.0,31.788,11.4199,20.3681
22,Kebbi,North West,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1281.0814,NGN per journey,True,970.0,32.0702,11.4199,20.6504
22,Kebbi,North West,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,805.7954,NGN per journey,False,636.5639,26.5851,12.0994,14.4857
22,Kebbi,North West,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1304.2496,NGN per journey,False,966.5639,34.9367,12.0994,22.8373
22,Kebbi,North West,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,769.4531,NGN per journey,True,598.4011,28.5848,13.161,15.4238
22,Kebbi,North West,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1295.9238,NGN per journey,True,955.0,35.6988,13.161,22.5378
23,Kogi,North Central,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1125.1228,NGN per journey,True,930.0,20.9809,20.9768,0.0041
23,Kogi,North Central,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,904.0485,NGN per journey,True,580.0,55.8704,20.9768,34.8936
23,Kogi,North Central,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,980.5588,NGN per journey,True,650.0,50.8552,17.5377,33.3175
23,Kogi,North Central,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1326.6623,NGN per journey,True,980.0,35.3737,17.5377,17.836
23,Kogi,North Central,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1000.9229,NGN per journey,False,698.5639,43.2829,12.7705,30.5124
23,Kogi,North Central,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1340.7771,NGN per journey,False,966.5639,38.7158,12.7705,25.9453
23,Kogi,North Central,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,980.8855,NGN per journey,True,680.0,44.2479,13.7499,30.4979
23,Kogi,North Central,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1326.9323,NGN per journey,True,930.0,42.6809,13.7499,28.931
24,Kwara,North Central,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1393.2342,NGN per journey,True,1123.3249,24.0277,16.7546,7.2731
24,Kwara,North Central,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,810.3362,NGN per journey,True,550.0,47.3339,16.7546,30.5793
24,Kwara,North Central,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,874.3982,NGN per journey,True,600.0,45.733,22.8631,22.87
24,Kwara,North Central,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1474.9575,NGN per journey,True,1200.0,22.9131,22.8631,0.0501
24,Kwara,North Central,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,976.9093,NGN per journey,False,698.5639,39.8454,11.7026,28.1427
24,Kwara,North Central,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1509.5377,NGN per journey,False,1266.5639,19.1837,11.7026,7.4811
24,Kwara,North Central,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,895.8182,NGN per journey,True,650.0661,37.8042,16.8698,20.9344
24,Kwara,North Central,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1490.7461,NGN per journey,True,1233.3592,20.8688,16.8698,3.999
25,Lagos,South West,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1566.0312,NGN per journey,True,1150.0,36.1766,16.2271,19.9495
25,Lagos,South West,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1384.6151,NGN per journey,True,950.0,45.749,16.2271,29.5218
25,Lagos,South West,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1568.25,NGN per journey,True,1000.0,56.825,12.318,44.507
25,Lagos,South West,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1694.4726,NGN per journey,True,1300.0,30.344,12.318,18.026
25,Lagos,South West,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1659.9977,NGN per journey,False,1070.608,55.0519,15.7363,39.3156
25,Lagos,South West,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1741.4258,NGN per journey,False,1371.6328,26.9601,15.7363,11.2238
25,Lagos,South West,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1590.8712,NGN per journey,True,1050.0,51.5115,19.9841,31.5275
25,Lagos,South West,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1704.0341,NGN per journey,True,1330.66,28.0593,19.9841,8.0752
26,Nasarawa,North Central,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1338.0827,NGN per journey,True,1204.5621,11.0846,17.2864,-6.2018
26,Nasarawa,North Central,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,816.6175,NGN per journey,True,570.0,43.2662,17.2864,25.9799
26,Nasarawa,North Central,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,880.5,NGN per journey,True,650.0,35.4615,19.5419,15.9196
26,Nasarawa,North Central,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1484.3034,NGN per journey,True,1200.0,23.6919,19.5419,4.15
26,Nasarawa,North Central,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,997.0021,NGN per journey,False,700.608,42.3053,10.1708,32.1345
26,Nasarawa,North Central,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1513.8137,NGN per journey,False,1296.0,16.8066,10.1708,6.6358
26,Nasarawa,North Central,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,950.129,NGN per journey,True,688.9214,37.9154,11.3262,26.5893
26,Nasarawa,North Central,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1502.1134,NGN per journey,True,1220.0,23.124,11.3262,11.7979
27,Niger,North Central,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1170.6667,NGN per journey,True,857.9824,36.4441,16.8611,19.583
27,Niger,North Central,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,751.6667,NGN per journey,True,545.2245,37.8637,16.8611,21.0025
27,Niger,North Central,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,800.85,NGN per journey,True,590.268,35.6757,20.741,14.9347
27,Niger,North Central,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1313.0653,NGN per journey,True,880.32,49.1577,20.741,28.4168
27,Niger,North Central,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,903.4836,NGN per journey,False,650.608,38.8676,3.0668,35.8008
27,Niger,North Central,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1389.19,NGN per journey,False,1002.6201,38.556,3.0668,35.4892
27,Niger,North Central,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,880.7085,NGN per journey,True,595.8036,47.8186,11.7691,36.0495
27,Niger,North Central,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1368.6498,NGN per journey,True,910.9978,50.2363,11.7691,38.4673
28,Ogun,South West,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1376.7732,NGN per journey,True,954.6667,44.2151,12.862,31.353
28,Ogun,South West,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1172.8765,NGN per journey,True,586.6667,99.9221,12.862,87.0601
28,Ogun,South West,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1214.521,NGN per journey,True,649.8017,86.9064,11.6228,75.2836
28,Ogun,South West,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1489.5637,NGN per journey,True,986.2283,51.0364,11.6228,39.4136
28,Ogun,South West,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1381.8891,NGN per journey,False,1138.05,21.426,11.6334,9.7926
28,Ogun,South West,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1597.8292,NGN per journey,False,1138.05,40.4006,11.6334,28.7672
28,Ogun,South West,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1334.5954,NGN per journey,True,676.0,97.4254,14.2209,83.2044
28,Ogun,South West,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1582.3707,NGN per journey,True,1022.5,54.7551,14.2209,40.5342
29,Ondo,South West,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1379.6175,NGN per journey,True,1173.3333,17.581,13.1983,4.3828
29,Ondo,South West,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,989.8385,NGN per journey,True,820.0,20.712,13.1983,7.5137
29,Ondo,South West,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1060.5,NGN per journey,True,847.1429,25.1855,18.5674,6.6181
29,Ondo,South West,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1491.829,NGN per journey,True,1168.2167,27.7014,18.5674,9.134
29,Ondo,South West,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1177.3873,NGN per journey,False,878.05,34.0911,17.5686,16.5225
29,Ondo,South West,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1570.4015,NGN per journey,False,1198.05,31.0798,17.5686,13.5112
29,Ondo,South West,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1150.5038,NGN per journey,True,850.6667,35.2473,21.9168,13.3305
29,Ondo,South West,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1500.0829,NGN per journey,True,1180.225,27.1014,21.9168,5.1846
30,Osun,South West,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1127.5122,NGN per journey,True,700.0,61.0732,18.1321,42.9411
30,Osun,South West,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,848.625,NGN per journey,True,525.0,61.6429,18.1321,43.5108
30,Osun,South West,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,916.0688,NGN per journey,True,636.44,43.9364,5.2523,38.684
30,Osun,South West,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1594.4481,NGN per journey,True,850.0,87.5821,5.2523,82.3298
30,Osun,South West,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,993.496,NGN per journey,False,678.05,46.5225,14.3443,32.1783
30,Osun,South West,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1651.7816,NGN per journey,False,862.1546,91.5876,14.3443,77.2434
30,Osun,South West,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,948.9129,NGN per journey,True,649.7644,46.0395,13.7304,32.3091
30,Osun,South West,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1600.4803,NGN per journey,True,856.5245,86.8575,13.7304,73.1271
31,Oyo,South West,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1306.0931,NGN per journey,True,800.0,63.2616,16.9077,46.354
31,Oyo,South West,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,860.0,NGN per journey,True,645.0,33.3333,16.9077,16.4257
31,Oyo,South West,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,943.8946,NGN per journey,True,656.8425,43.7018,11.3431,32.3587
31,Oyo,South West,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1375.1704,NGN per journey,True,880.0,56.2694,11.3431,44.9262
31,Oyo,South West,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,999.7698,NGN per journey,False,678.05,47.4478,9.8791,37.5687
31,Oyo,South West,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1445.0487,NGN per journey,False,942.1546,53.377,9.8791,43.4979
31,Oyo,South West,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,979.0124,NGN per journey,True,676.285,44.7633,8.5535,36.2098
31,Oyo,South West,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1396.3533,NGN per journey,True,915.2,52.5736,8.5535,44.02
32,Plateau,North Central,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1145.5899,NGN per journey,True,995.6759,15.0565,15.7995,-0.743
32,Plateau,North Central,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,965.1293,NGN per journey,True,570.8577,69.0665,15.7995,53.267
32,Plateau,North Central,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1016.5,NGN per journey,True,638.2678,59.2592,19.5599,39.6993
32,Plateau,North Central,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1301.8764,NGN per journey,True,1000.0,30.1876,19.5599,10.6278
32,Plateau,North Central,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1087.5279,NGN per journey,False,678.05,60.3905,7.103,53.2875
32,Plateau,North Central,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1466.3114,NGN per journey,False,902.1546,62.5344,7.103,55.4314
32,Plateau,North Central,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1067.3056,NGN per journey,True,654.2244,63.1406,7.763,55.3776
32,Plateau,North Central,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1397.2288,NGN per journey,True,860.2002,62.4307,7.763,54.6677
33,Rivers,South South,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,973.4718,NGN per journey,True,650.0,49.7649,14.1616,35.6033
33,Rivers,South South,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1094.7479,NGN per journey,True,708.3333,54.5526,14.1616,40.391
33,Rivers,South South,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1172.4283,NGN per journey,True,726.8783,61.2964,16.0191,45.2773
33,Rivers,South South,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1088.2829,NGN per journey,True,750.0,45.1044,16.0191,29.0853
33,Rivers,South South,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1298.2592,NGN per journey,False,778.05,66.8606,19.1466,47.714
33,Rivers,South South,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1187.7772,NGN per journey,False,786.4419,51.0318,19.1466,31.8852
33,Rivers,South South,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1250.8262,NGN per journey,True,736.1817,69.9073,17.4273,52.48
33,Rivers,South South,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1122.9216,NGN per journey,True,760.0,47.7528,17.4273,30.3256
34,Sokoto,North West,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,950.0,NGN per journey,True,700.0,35.7143,16.4733,19.241
34,Sokoto,North West,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,672.3215,NGN per journey,True,475.0,41.5414,16.4733,25.0681
34,Sokoto,North West,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,759.4305,NGN per journey,True,480.0,58.2147,26.0251,32.1896
34,Sokoto,North West,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1117.6199,NGN per journey,True,800.0,39.7025,26.0251,13.6774
34,Sokoto,North West,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,849.9808,NGN per journey,False,546.0,55.6741,22.6047,33.0695
34,Sokoto,North West,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1195.6562,NGN per journey,False,860.0,39.0298,22.6047,16.4251
34,Sokoto,North West,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,800.0532,NGN per journey,True,500.0,60.0106,25.7362,34.2744
34,Sokoto,North West,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1175.9885,NGN per journey,True,830.0,41.6854,25.7362,15.9491
35,Taraba,North East,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1378.5521,NGN per journey,True,1184.0,16.4318,16.2345,0.1973
35,Taraba,North East,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,868.8266,NGN per journey,True,770.0,12.8346,16.2345,-3.3999
35,Taraba,North East,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,920.5,NGN per journey,True,780.0,18.0128,21.215,-3.2021
35,Taraba,North East,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1678.2088,NGN per journey,True,1190.0,41.0259,21.215,19.811
35,Taraba,North East,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,998.7305,NGN per journey,False,788.7744,26.618,9.4187,17.1993
35,Taraba,North East,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1771.9554,NGN per journey,False,1210.0,46.4426,9.4187,37.0239
35,Taraba,North East,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,950.3614,NGN per journey,True,762.093,24.7041,17.1922,7.5119
35,Taraba,North East,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1703.8782,NGN per journey,True,1194.0,42.7034,17.1922,25.5112
36,Yobe,North East,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1380.4808,NGN per journey,True,845.0,63.3705,19.1456,44.2249
36,Yobe,North East,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1209.2548,NGN per journey,True,736.25,64.2451,19.1456,45.0995
36,Yobe,North East,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1341.5103,NGN per journey,True,755.148,77.6487,19.6661,57.9825
36,Yobe,North East,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1391.8475,NGN per journey,True,855.0,62.7892,19.6661,43.123
36,Yobe,North East,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1458.5981,NGN per journey,False,800.7744,82.1484,24.9403,57.2082
36,Yobe,North East,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1468.1218,NGN per journey,False,920.0,59.5785,24.9403,34.6382
36,Yobe,North East,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1396.7628,NGN per journey,True,780.0,79.0722,20.3511,58.7211
36,Yobe,North East,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1404.9448,NGN per journey,True,900.0,56.105,20.3511,35.7539
37,Zamfara,North West,2026-01-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1387.3884,NGN per journey,True,1140.0,21.7007,14.7469,6.9538
37,Zamfara,North West,2026-01-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,927.1531,NGN per journey,True,523.75,77.0221,14.7469,62.2752
37,Zamfara,North West,2026-03-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1022.3562,NGN per journey,True,540.4338,89.1733,15.9876,73.1857
37,Zamfara,North West,2026-03-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1721.7746,NGN per journey,True,1150.0,49.7195,15.9876,33.7319
37,Zamfara,North West,2026-05-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1169.0425,NGN per journey,False,588.7744,98.5553,20.2372,78.3181
37,Zamfara,North West,2026-05-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1878.8019,NGN per journey,False,1220.0,54.0002,20.2372,33.763
37,Zamfara,North West,2026-04-01,TRANSPORT_OKADA_NGN_PER_JOURNEY,1081.6233,NGN per journey,True,550.0,96.6588,22.0266,74.6321
37,Zamfara,North West,2026-04-01,TRANSPORT_BUS_INTRACITY_NGN_PER_JOURNEY,1803.1024,NGN per journey,True,1170.6667,54.0236,22.0266,31.9969
